from_labels, from_id, rel_type, to_labels, to_id
["AgentRun"], "382de187-fb3d-4263-a6f0-ba7d3717d9c1", "HAS_SCORE", ["Score"], "db6dc5ac-f431-4cdd-843c-3e9a79df60d6"
["AgentRun"], "382de187-fb3d-4263-a6f0-ba7d3717d9c1", "HAS_DECISION", ["DecisionTrace"], "5ee1dc9a-8871-4489-8a4f-8e7c06fba727"
["AgentRun"], "382de187-fb3d-4263-a6f0-ba7d3717d9c1", "HAS_FEEDBACK", ["Feedback"], "235fe87e-05d5-414e-8fe0-7e2d15ea7a24"
["AgentRun"], "3b2cb949-4674-4da8-855c-07beb6e9be05", "HAS_DECISION", ["DecisionTrace"], "c0a8dae2-37d8-4583-8cbc-010d37d6f818"
["AgentRun"], "3b2cb949-4674-4da8-855c-07beb6e9be05", "HAS_SCORE", ["Score"], "78fcd142-404a-457e-80ac-aee879985151"
["AgentRun"], "3b2cb949-4674-4da8-855c-07beb6e9be05", "HAS_DECISION", ["DecisionTrace"], "b1829788-d0f1-4f7e-80db-2a30a801d6d9"
["AgentRun"], "3b2cb949-4674-4da8-855c-07beb6e9be05", "HAS_FEEDBACK", ["Feedback"], "c494abf7-0065-476b-a4b9-13d3cfa27b56"
["AgentRun"], "78f98186-ebfc-4588-bbbd-00444c261571", "HAS_DECISION", ["DecisionTrace"], "8c9d5eb7-2595-4648-a055-41433dfc4452"
["AgentRun"], "78f98186-ebfc-4588-bbbd-00444c261571", "HAS_SCORE", ["Score"], "e8eaf724-27ac-400f-84af-d26a3db99caa"
["AgentRun"], "78f98186-ebfc-4588-bbbd-00444c261571", "HAS_DECISION", ["DecisionTrace"], "55e0e49b-d61b-4ce4-97bc-f3e4c0c79bdd"
["AgentRun"], "8e867e6d-1455-48dc-9cd2-71ecfb3e6639", "HAS_DECISION", ["DecisionTrace"], "5b983aa4-9ae2-4039-b63f-6230aff5fde6"
["AgentRun"], "8e867e6d-1455-48dc-9cd2-71ecfb3e6639", "HAS_DECISION", ["DecisionTrace"], "20c34b32-ec70-4098-b482-2c31d267fca8"
["AgentRun"], "8e867e6d-1455-48dc-9cd2-71ecfb3e6639", "HAS_SCORE", ["Score"], "d9ce8b0f-f614-498f-92de-9370067d3d51"
["AgentRun"], "523a8820-ae18-4051-ab56-28a79874cfbb", "HAS_DECISION", ["DecisionTrace"], "0e90c19f-b90f-419f-b82a-bf83224fc41c"
["AgentRun"], "7c49e500-39c8-4c8f-846a-e12089e9defc", "HAS_DECISION", ["DecisionTrace"], "a5e14d58-c579-44bd-be69-5fadaeb1f01e"
["AgentRun"], "7c49e500-39c8-4c8f-846a-e12089e9defc", "HAS_SCORE", ["Score"], "4ac5ac20-c503-48b1-98bc-28101b005293"
["AgentRun"], "523a8820-ae18-4051-ab56-28a79874cfbb", "HAS_SCORE", ["Score"], "43684f86-3bce-4007-97e9-65a2c7112566"
["AgentRun"], "416083a9-2b82-4ab7-b3bc-c4ce5b2184c9", "HAS_DECISION", ["DecisionTrace"], "64d84730-1cc6-4fa3-b2a6-4ca3ecdb2d66"
["AgentRun"], "a8c2717c-017f-4c9a-bd83-6ae082b8f04e", "HAS_DECISION", ["DecisionTrace"], "3e24b0c2-0979-4ad8-8603-af87f555fb41"
["AgentRun"], "899daa9d-9a9d-4ee5-b3d8-565aab65be1b", "HAS_DECISION", ["DecisionTrace"], "49d863ea-70cc-444f-8a21-fe05e7e53bca"
["AgentRun"], "07318132-1417-415b-949e-9bf1bb8c6562", "HAS_DECISION", ["DecisionTrace"], "4c2d243a-fbe8-4fae-bfea-d14b5daa5982"
["AgentRun"], "212c361f-fca8-4ac8-b683-bcb7609b01a5", "HAS_DECISION", ["DecisionTrace"], "595fd336-ef1c-4dbe-8ca9-2b00b5ac231b"
["AgentRun"], "e3662c50-ff58-4330-8e0c-0a38cc2cdadf", "HAS_DECISION", ["DecisionTrace"], "e3101af2-8097-4599-91f3-e9e667d85f29"
["AgentRun"], "82f24b25-25c8-41d2-9a70-47242dd4f04e", "HAS_DECISION", ["DecisionTrace"], "0ffb3e0a-ee24-4115-89de-89444d8fc13c"
["AgentRun"], "e9cffa21-f1ac-4960-a093-140284b2d42b", "HAS_DECISION", ["DecisionTrace"], "065270ee-1def-4aa4-9883-9b9fa57d38b7"
["AgentRun"], "92b8fcfa-fad2-4ddd-b5fe-4ccb3aea74d9", "HAS_DECISION", ["DecisionTrace"], "7a9d3aa1-349f-485c-93b4-2a1c96c46c26"
["AgentRun"], "cc3615a2-9562-414a-bb2d-7a519584f07b", "HAS_DECISION", ["DecisionTrace"], "164d3de5-3548-470b-b743-b14cb4825109"
["AgentRun"], "e7b10969-cd96-4ce9-b45a-7084d0bf15c6", "HAS_DECISION", ["DecisionTrace"], "23aaf049-d7cd-4557-9cf9-a6ab997f1859"
["AgentRun"], "478e3b9b-92eb-49a5-b549-3873e5b7360e", "HAS_DECISION", ["DecisionTrace"], "725d1b79-f9a0-48f2-9391-3109f60f5e1b"
["AgentRun"], "16f5bbe9-441e-4309-ab3d-49f0863e4956", "HAS_DECISION", ["DecisionTrace"], "35c30cc9-3868-48f0-a0f6-449753218715"
["AgentRun"], "aec5c912-7081-4cf8-b02e-e034e8b59cb2", "HAS_DECISION", ["DecisionTrace"], "7e9bd7da-ceb5-4e46-b1e3-5d2afe8b6fb3"
["AgentRun"], "c1899705-1f6f-4d67-ae65-cad66c942c12", "HAS_DECISION", ["DecisionTrace"], "cd8b2371-8600-4239-820c-f26e33dbe6a3"
["AgentRun"], "55e48dd2-2e52-490b-91e1-a3dfae1f6043", "HAS_DECISION", ["DecisionTrace"], "7aaa6613-0cf9-4e3e-899f-d37ec5be84d7"
["AgentRun"], "e179c673-9fc1-4053-b0b1-14bbd913f4ac", "HAS_DECISION", ["DecisionTrace"], "b354ecc4-8cc6-4a9e-9c3e-fa8d15beaec1"
["AgentRun"], "802f031c-c69e-4a53-8293-d9056d81baf7", "HAS_DECISION", ["DecisionTrace"], "f673d669-0e55-4771-a7e5-d5b7ed4fa92c"
["AgentRun"], "8d51c3c1-ebe7-41f9-83af-c4775ab85457", "HAS_DECISION", ["DecisionTrace"], "483a0930-b238-4f83-aacd-b49e2bbad405"
["AgentRun"], "e00f270d-fb70-4f85-ba1d-4e3ed4a4119d", "HAS_DECISION", ["DecisionTrace"], "438384e3-ea5d-47dc-80a9-80466cf08104"
["AgentRun"], "63dee63e-5791-48ce-af83-24526ec85fea", "HAS_DECISION", ["DecisionTrace"], "230d3ac1-36ba-44eb-8e3e-5f401575a536"
["AgentRun"], "00eab934-8651-4c6f-87d4-10b63f91c9e3", "HAS_DECISION", ["DecisionTrace"], "3f4255ec-f1b6-4a57-a504-2b1abc82347f"
["AgentRun"], "aa711a83-2d6b-4d43-b1cc-816de1bd5ee3", "HAS_DECISION", ["DecisionTrace"], "e377e764-e2f4-4d04-9a23-958d6b7a021a"
["AgentRun"], "aa711a83-2d6b-4d43-b1cc-816de1bd5ee3", "HAS_DECISION", ["DecisionTrace"], "71c59eab-35f9-4cfd-bf83-549cf13c7a10"
["AgentRun"], "8d0e64af-607e-4110-8090-497a93ef302c", "HAS_DECISION", ["DecisionTrace"], "fd5c8c3a-9a92-4b2b-afa1-8226deb5bc72"
["AgentRun"], "84fcebd6-f2a8-4b53-89bf-491dcb1d4310", "HAS_DECISION", ["DecisionTrace"], "85cbf472-6425-4d3c-8011-dd2ffc2ab5da"
["AgentRun"], "346d6f87-795e-4a3e-b712-f609906cf110", "HAS_DECISION", ["DecisionTrace"], "6ed6c268-f9cf-440c-a881-b721501f0279"
["AgentRun"], "bec246e6-7dd7-4669-a115-a74442a68e08", "HAS_DECISION", ["DecisionTrace"], "f7be41c4-0867-4acc-a2a5-ee3ad000d224"
["AgentRun"], "fe71ed53-04ee-4fda-99b3-ab6ccaad5ab5", "HAS_DECISION", ["DecisionTrace"], "a4993e08-869a-4833-8db8-70c054de32ca"
["AgentRun"], "79ab3c08-e8ae-4678-a592-ed78a436702a", "HAS_DECISION", ["DecisionTrace"], "2a752782-a54b-498d-9318-8b3ca3e6ef05"
["AgentRun"], "965d9b66-88f5-41b2-b348-772f49c2f8b9", "HAS_DECISION", ["DecisionTrace"], "35705d3b-7d88-4c03-801c-0d00e68d365c"
["AgentRun"], "7f8f19e4-54d0-4390-b8b0-435288c45e82", "HAS_DECISION", ["DecisionTrace"], "0e5ac07d-31e3-4a50-b663-ccff0c84269d"
["AgentRun"], "ab0b6abb-7918-4094-b687-78624f8601f4", "HAS_DECISION", ["DecisionTrace"], "a7707251-efa9-460c-94a2-66b132edca20"
["AgentRun"], "75cb7c21-1086-4c37-b313-61219e635579", "HAS_DECISION", ["DecisionTrace"], "9b7e4fe3-891e-4e2b-8b58-6197372ea0f0"
["AgentRun"], "b337cabf-0b7c-4ec4-8148-74d9daddb9cf", "HAS_DECISION", ["DecisionTrace"], "6858eab1-63e8-404c-a338-1d06232dd9fc"
["AgentRun"], "6a0efc87-624d-46d8-a66e-de35b0436803", "HAS_DECISION", ["DecisionTrace"], "59f1d630-e1ed-43a9-9b96-a09d4dd1eb69"
["AgentRun"], "dc51277e-1227-4a1d-bc92-f9d4798f66d0", "HAS_DECISION", ["DecisionTrace"], "6aca78e3-04a2-43ba-b965-21b9e12db662"
["AgentRun"], "d0d74926-282c-47df-b10c-b507d3f821e6", "HAS_DECISION", ["DecisionTrace"], "8258db58-d00c-447f-a8cc-b1ed7e8d221d"
["AgentRun"], "c8d88c5d-b02e-491d-acfd-e2398fe0e12d", "HAS_DECISION", ["DecisionTrace"], "7f29d553-4540-4a22-9d6e-8609fb684c1c"
["AgentRun"], "c8d88c5d-b02e-491d-acfd-e2398fe0e12d", "HAS_SCORE", ["Score"], "6c257817-487f-4bd5-8a4b-cc9262c32e63"
["AgentRun"], "eca3f536-2e71-418d-a0a3-2d7c5d3f6a45", "HAS_DECISION", ["DecisionTrace"], "9ee2dbf4-47f6-4846-ab80-b0129d11d3be"
["AgentRun"], "eca3f536-2e71-418d-a0a3-2d7c5d3f6a45", "HAS_SCORE", ["Score"], "88924bd2-a54f-4770-bd1c-f56335dbe58e"
["AgentRun"], "07898c27-650e-4b4e-ae6a-7aaaff2d3a28", "HAS_DECISION", ["DecisionTrace"], "71bbfe2f-e37d-4d4f-aa5a-2e459cf0b83e"
["AgentRun"], "f84c2684-2c9f-4948-973a-7bf33ae8b261", "HAS_DECISION", ["DecisionTrace"], "66f03000-b3ee-4178-b499-250ce1a5c4ae"
["AgentRun"], "5fd94f6a-2d14-456c-b085-c812939b3397", "HAS_DECISION", ["DecisionTrace"], "3be171a4-d82e-4758-bfd8-7ad53f4ef630"
["AgentRun"], "9420fd3e-f73a-4cbe-9ee9-8c5d5e2a840b", "HAS_DECISION", ["DecisionTrace"], "00ea4d67-16cd-409c-9fab-841ef437276d"
["AgentRun"], "779a1cab-86cb-4136-be96-f6962f635557", "HAS_DECISION", ["DecisionTrace"], "03b3f051-8e48-4b9e-8c6e-9f3145e9e5ce"
["AgentRun"], "8e8162db-8e20-490c-8273-9e63b6cc0d14", "HAS_DECISION", ["DecisionTrace"], "f4835b44-2974-45df-a291-efe1d6941ec9"
["AgentRun"], "1fb1b21b-b471-44c8-b0f1-378cc4d6aa82", "HAS_DECISION", ["DecisionTrace"], "82284175-2506-4737-a3d0-685bf4514945"
["AgentRun"], "08a70878-7f2e-41b4-b681-0290a4fd9b1e", "HAS_DECISION", ["DecisionTrace"], "eb078f4a-288e-4827-a63c-f41f5a08f160"
["AgentRun"], "38727665-87ae-4530-ac7a-4492930cd5ec", "HAS_DECISION", ["DecisionTrace"], "24548480-16da-453e-81ef-c734aad0e020"
["AgentRun"], "82a5943c-f341-4b2d-9a1c-217c9b30ff25", "HAS_DECISION", ["DecisionTrace"], "285861f9-1551-4994-9bcc-dce83e410d92"
["AgentRun"], "207aa5f2-fa3b-4714-849f-2d71a58e3d80", "HAS_DECISION", ["DecisionTrace"], "2bb18c04-c53b-4a1d-8209-f348b667021a"
["AgentRun"], "c33b8fd4-a300-4a74-a5e2-f7cde2c03590", "HAS_DECISION", ["DecisionTrace"], "89d39840-c6d4-485e-8026-7bbd0cb871f8"
["AgentRun"], "55320e78-e391-4918-95ab-9d23716c42b5", "HAS_DECISION", ["DecisionTrace"], "24f2c863-d862-4c88-a11c-547f700d5402"
["AgentRun"], "590bc120-02d7-4900-b040-e3a4feb2a8e2", "HAS_DECISION", ["DecisionTrace"], "34070b1d-6a8e-4911-876f-e851f3eefe9d"
["AgentRun"], "06139989-8416-4faf-a003-662fae8cc677", "HAS_DECISION", ["DecisionTrace"], "d66825e8-85b0-4ab7-9bbf-8a63dbcb1b92"
["AgentRun"], "cce23fc1-de4c-4055-a3a6-8d1e1217868e", "HAS_DECISION", ["DecisionTrace"], "6c4052b4-3fce-4ef0-b3cb-8570bc3280fb"
["AgentRun"], "e2d13475-799e-44b7-bfe5-1cd20230784e", "HAS_DECISION", ["DecisionTrace"], "db054a46-8060-4e7a-a3c8-98d74be51253"
["AgentRun"], "5faeb47b-f2d5-4780-a9d3-d353ed973101", "HAS_DECISION", ["DecisionTrace"], "a4141234-2017-4da8-b50b-e74aaae145fd"
["AgentRun"], "3c44f5ec-7498-4b39-a880-b5545c5236c7", "HAS_DECISION", ["DecisionTrace"], "78208371-b0eb-4b33-b640-e16aa9e0e50b"
["AgentRun"], "d5c2bf65-d418-4147-b3a2-b22db5e863bb", "HAS_DECISION", ["DecisionTrace"], "2cf24757-2bed-4471-bbc9-92011d711806"
["AgentRun"], "47cda52e-f720-4827-bddb-60937bea4390", "HAS_DECISION", ["DecisionTrace"], "1bab66ef-3206-4e76-aed5-8872f58857c0"
["AgentRun"], "806638df-7447-46b6-b252-2c2fc8b1fc2c", "HAS_DECISION", ["DecisionTrace"], "7c450086-70f1-429a-aeaf-413fe98363ab"
["AgentRun"], "76e63537-310c-4b35-994b-bfd3bcbd84c2", "HAS_DECISION", ["DecisionTrace"], "e602c798-b96e-4781-a450-a1dc45068570"
["AgentRun"], "491a4aec-f519-46bb-8516-2250dfc3aac7", "HAS_DECISION", ["DecisionTrace"], "c64e9f04-3b60-46ae-84b7-10a737650984"
["AgentRun"], "c20d7c4a-7f8c-476c-9934-94214e9a3047", "HAS_DECISION", ["DecisionTrace"], "918c9611-8f12-4ead-9af8-3f394fa7ec5f"
["AgentRun"], "207aa5f2-fa3b-4714-849f-2d71a58e3d80", "HAS_SCORE", ["Score"], "138001f5-f829-4b66-9569-08762facf65e"
["AgentRun"], "6867541e-a398-403f-90b6-1719f8082889", "HAS_DECISION", ["DecisionTrace"], "17d96842-5fc6-4c9e-81a8-8690e3227830"
["AgentRun"], "b47fc27c-0dc3-4a87-9b6f-8a96df85b7b2", "HAS_DECISION", ["DecisionTrace"], "98bc9f02-e42a-4d32-a47f-ebde99fe9777"
["AgentRun"], "e81bc427-e129-457c-95f3-b1486365366d", "HAS_DECISION", ["DecisionTrace"], "a765a117-8285-4ea6-a910-4b9ca5858033"
["AgentRun"], "4764b686-b4e4-4d64-a02b-e910d3ddb93b", "HAS_DECISION", ["DecisionTrace"], "3f7bbfcd-e792-49c2-8acb-6a3ba85e77ea"
["AgentRun"], "35a6612a-013d-4d0e-a0b5-9fb00081c161", "HAS_DECISION", ["DecisionTrace"], "5421e252-11e2-4b64-bc8f-795318518698"
["AgentRun"], "03e57e02-e1b5-48d0-8bae-84413abc0cac", "HAS_DECISION", ["DecisionTrace"], "f8640a8b-8d55-4119-9095-5ac9f3680719"
["AgentRun"], "96ab6544-9f06-4996-9bf1-cf0aac6e5336", "HAS_DECISION", ["DecisionTrace"], "cb3432ec-1bdf-4cf9-943f-f3776e6a3ee7"
["AgentRun"], "19a8231c-a642-466d-8890-ce78169797bc", "HAS_DECISION", ["DecisionTrace"], "14a901a6-758d-49e0-b402-69669f298141"
["AgentRun"], "30121429-025a-442e-92be-b8bc0b43ab2b", "HAS_DECISION", ["DecisionTrace"], "68188f90-1a6b-4e9a-b8d6-101a9f7c9c9e"
["AgentRun"], "67250a04-2cca-4edf-8ebe-54f3773b756c", "HAS_DECISION", ["DecisionTrace"], "a7833084-6c83-4e05-8efb-19d6abcb71fd"
